Tanggal,Provinsi,Nama Komoditas,Harga (Rp)
27/03/2023,Jawa Timur,Beras Premium,12780.0
27/03/2023,Banten,Beras Premium,12270.0
28/03/2023,DKI Jakarta,Beras Premium,12870.0
28/03/2023,Jawa Barat,Beras Premium,12580.0
28/03/2023,Jawa Tengah,Beras Premium,12790.0
28/03/2023,D.I Yogyakarta,Beras Premium,12580.0
28/03/2023,Jawa Timur,Beras Premium,12720.0
28/03/2023,Banten,Beras Premium,12270.0
29/03/2023,DKI Jakarta,Beras Premium,12870.0
29/03/2023,Jawa Barat,Beras Premium,12580.0
29/03/2023,Jawa Tengah,Beras Premium,12790.0
29/03/2023,D.I Yogyakarta,Beras Premium,12650.0
29/03/2023,Jawa Timur,Beras Premium,12780.0
29/03/2023,Banten,Beras Premium,12220.0
30/03/2023,DKI Jakarta,Beras Premium,12870.0
30/03/2023,Jawa Barat,Beras Premium,12580.0
30/03/2023,Jawa Tengah,Beras Premium,12790.0
30/03/2023,D.I Yogyakarta,Beras Premium,12650.0
30/03/2023,Jawa Timur,Beras Premium,12850.0
30/03/2023,Banten,Beras Premium,12270.0
31/03/2023,DKI Jakarta,Beras Premium,12870.0
31/03/2023,Jawa Barat,Beras Premium,12600.0
31/03/2023,Jawa Tengah,Beras Premium,12760.0
31/03/2023,D.I Yogyakarta,Beras Premium,12670.0
31/03/2023,Jawa Timur,Beras Premium,12840.0
31/03/2023,Banten,Beras Premium,12350.0
01/04/2023,DKI Jakarta,Beras Premium,12870.0
01/04/2023,Jawa Barat,Beras Premium,12630.0
01/04/2023,Jawa Tengah,Beras Premium,12800.0
01/04/2023,D.I Yogyakarta,Beras Premium,12670.0
01/04/2023,Jawa Timur,Beras Premium,12870.0
01/04/2023,Banten,Beras Premium,12410.0
02/04/2023,DKI Jakarta,Beras Premium,12870.0
02/04/2023,Jawa Barat,Beras Premium,12630.0
02/04/2023,Jawa Tengah,Beras Premium,12810.0
02/04/2023,D.I Yogyakarta,Beras Premium,12670.0
02/04/2023,Jawa Timur,Beras Premium,12740.0
02/04/2023,Banten,Beras Premium,12410.0
03/04/2023,DKI Jakarta,Beras Premium,12870.0
03/04/2023,Jawa Barat,Beras Premium,12620.0
03/04/2023,Jawa Tengah,Beras Premium,12870.0
03/04/2023,D.I Yogyakarta,Beras Premium,12670.0
03/04/2023,Jawa Timur,Beras Premium,12770.0
03/04/2023,Banten,Beras Premium,12410.0
04/04/2023,DKI Jakarta,Beras Premium,12870.0
04/04/2023,Jawa Barat,Beras Premium,12640.0
04/04/2023,Jawa Tengah,Beras Premium,12850.0
04/04/2023,D.I Yogyakarta,Beras Premium,12670.0
04/04/2023,Jawa Timur,Beras Premium,12790.0
04/04/2023,Banten,Beras Premium,12350.0
05/04/2023,DKI Jakarta,Beras Premium,12870.0
05/04/2023,Jawa Barat,Beras Premium,12580.0
05/04/2023,Jawa Tengah,Beras Premium,12800.0
05/04/2023,D.I Yogyakarta,Beras Premium,12600.0
05/04/2023,Jawa Timur,Beras Premium,12790.0
05/04/2023,Banten,Beras Premium,12410.0
06/04/2023,DKI Jakarta,Beras Premium,12870.0
06/04/2023,Jawa Barat,Beras Premium,12660.0
06/04/2023,Jawa Tengah,Beras Premium,12780.0
06/04/2023,D.I Yogyakarta,Beras Premium,12600.0
06/04/2023,Jawa Timur,Beras Premium,12710.0
06/04/2023,Banten,Beras Premium,12390.0
07/04/2023,DKI Jakarta,Beras Premium,12870.0
07/04/2023,Jawa Barat,Beras Premium,12650.0
07/04/2023,Jawa Tengah,Beras Premium,12810.0
07/04/2023,D.I Yogyakarta,Beras Premium,12600.0
07/04/2023,Jawa Timur,Beras Premium,12690.0
07/04/2023,Banten,Beras Premium,12220.0
08/04/2023,DKI Jakarta,Beras Premium,12870.0
08/04/2023,Jawa Barat,Beras Premium,12680.0
08/04/2023,Jawa Tengah,Beras Premium,12770.0
08/04/2023,D.I Yogyakarta,Beras Premium,12450.0
08/04/2023,Jawa Timur,Beras Premium,12780.0
08/04/2023,Banten,Beras Premium,12340.0
09/04/2023,DKI Jakarta,Beras Premium,12870.0
09/04/2023,Jawa Barat,Beras Premium,12660.0
09/04/2023,Jawa Tengah,Beras Premium,12780.0
09/04/2023,D.I Yogyakarta,Beras Premium,12600.0
09/04/2023,Jawa Timur,Beras Premium,12690.0
09/04/2023,Banten,Beras Premium,12340.0
10/04/2023,DKI Jakarta,Beras Premium,12870.0
10/04/2023,Jawa Barat,Beras Premium,12600.0
10/04/2023,Jawa Tengah,Beras Premium,12730.0
10/04/2023,D.I Yogyakarta,Beras Premium,12600.0
10/04/2023,Jawa Timur,Beras Premium,12720.0
10/04/2023,Banten,Beras Premium,12340.0
11/04/2023,DKI Jakarta,Beras Premium,12870.0
11/04/2023,Jawa Barat,Beras Premium,12570.0
11/04/2023,Jawa Tengah,Beras Premium,12830.0
11/04/2023,D.I Yogyakarta,Beras Premium,12500.0
11/04/2023,Jawa Timur,Beras Premium,12750.0
11/04/2023,Banten,Beras Premium,12340.0
12/04/2023,DKI Jakarta,Beras Premium,12870.0
12/04/2023,Jawa Barat,Beras Premium,12530.0
12/04/2023,Jawa Tengah,Beras Premium,12810.0
12/04/2023,D.I Yogyakarta,Beras Premium,12500.0
12/04/2023,Jawa Timur,Beras Premium,12690.0
12/04/2023,Banten,Beras Premium,12660.0
13/04/2023,DKI Jakarta,Beras Premium,12870.0
13/04/2023,Jawa Barat,Beras Premium,12540.0
13/04/2023,Jawa Tengah,Beras Premium,12840.0
13/04/2023,D.I Yogyakarta,Beras Premium,12600.0
13/04/2023,Jawa Timur,Beras Premium,12790.0
13/04/2023,Banten,Beras Premium,12660.0
14/04/2023,DKI Jakarta,Beras Premium,12870.0
14/04/2023,Jawa Barat,Beras Premium,12580.0
14/04/2023,Jawa Tengah,Beras Premium,12840.0
14/04/2023,D.I Yogyakarta,Beras Premium,12600.0
14/04/2023,Jawa Timur,Beras Premium,12720.0
14/04/2023,Banten,Beras Premium,12830.0
15/04/2023,DKI Jakarta,Beras Premium,12870.0
15/04/2023,Jawa Barat,Beras Premium,12640.0
15/04/2023,Jawa Tengah,Beras Premium,12820.0
15/04/2023,D.I Yogyakarta,Beras Premium,12600.0
15/04/2023,Jawa Timur,Beras Premium,12700.0
15/04/2023,Banten,Beras Premium,12590.0
16/04/2023,DKI Jakarta,Beras Premium,12870.0
16/04/2023,Jawa Barat,Beras Premium,12610.0
16/04/2023,Jawa Tengah,Beras Premium,12830.0
16/04/2023,D.I Yogyakarta,Beras Premium,12600.0
16/04/2023,Jawa Timur,Beras Premium,12720.0
16/04/2023,Banten,Beras Premium,12520.0
17/04/2023,DKI Jakarta,Beras Premium,12870.0
17/04/2023,Jawa Barat,Beras Premium,12650.0
17/04/2023,Jawa Tengah,Beras Premium,12830.0
17/04/2023,D.I Yogyakarta,Beras Premium,12600.0
17/04/2023,Jawa Timur,Beras Premium,12670.0
17/04/2023,Banten,Beras Premium,12450.0
18/04/2023,DKI Jakarta,Beras Premium,12870.0
18/04/2023,Jawa Barat,Beras Premium,12600.0
18/04/2023,Jawa Tengah,Beras Premium,12860.0
18/04/2023,D.I Yogyakarta,Beras Premium,12600.0
18/04/2023,Jawa Timur,Beras Premium,12710.0
18/04/2023,Banten,Beras Premium,12560.0
19/04/2023,DKI Jakarta,Beras Premium,12870.0
19/04/2023,Jawa Barat,Beras Premium,12630.0
19/04/2023,Jawa Tengah,Beras Premium,12870.0
19/04/2023,D.I Yogyakarta,Beras Premium,12600.0
19/04/2023,Jawa Timur,Beras Premium,12820.0
19/04/2023,Banten,Beras Premium,12560.0
20/04/2023,DKI Jakarta,Beras Premium,12870.0
20/04/2023,Jawa Barat,Beras Premium,12590.0
20/04/2023,Jawa Tengah,Beras Premium,12870.0
20/04/2023,D.I Yogyakarta,Beras Premium,12450.0
20/04/2023,Jawa Timur,Beras Premium,12830.0
20/04/2023,Banten,Beras Premium,12380.0
21/04/2023,DKI Jakarta,Beras Premium,12870.0
21/04/2023,Jawa Barat,Beras Premium,12670.0
21/04/2023,Jawa Tengah,Beras Premium,12880.0
21/04/2023,D.I Yogyakarta,Beras Premium,12600.0
21/04/2023,Jawa Timur,Beras Premium,12790.0
21/04/2023,Banten,Beras Premium,12450.0
22/04/2023,DKI Jakarta,Beras Premium,12870.0
22/04/2023,Jawa Barat,Beras Premium,12650.0
22/04/2023,Jawa Tengah,Beras Premium,12420.0
22/04/2023,D.I Yogyakarta,Beras Premium,12500.0
22/04/2023,Jawa Timur,Beras Premium,12770.0
22/04/2023,Banten,Beras Premium,12390.0
23/04/2023,DKI Jakarta,Beras Premium,12870.0
23/04/2023,Jawa Barat,Beras Premium,12620.0
23/04/2023,Jawa Tengah,Beras Premium,12490.0
23/04/2023,D.I Yogyakarta,Beras Premium,12600.0
23/04/2023,Jawa Timur,Beras Premium,12740.0
23/04/2023,Banten,Beras Premium,12450.0
24/04/2023,DKI Jakarta,Beras Premium,12870.0
24/04/2023,Jawa Barat,Beras Premium,12660.0
24/04/2023,Jawa Tengah,Beras Premium,12850.0
24/04/2023,D.I Yogyakarta,Beras Premium,12600.0
24/04/2023,Jawa Timur,Beras Premium,12680.0
24/04/2023,Banten,Beras Premium,12300.0
25/04/2023,DKI Jakarta,Beras Premium,12870.0
25/04/2023,Jawa Barat,Beras Premium,12700.0
25/04/2023,Jawa Tengah,Beras Premium,12810.0
25/04/2023,D.I Yogyakarta,Beras Premium,12600.0
25/04/2023,Jawa Timur,Beras Premium,12730.0
25/04/2023,Banten,Beras Premium,12450.0
26/04/2023,DKI Jakarta,Beras Premium,12870.0
26/04/2023,Jawa Barat,Beras Premium,12680.0
26/04/2023,Jawa Tengah,Beras Premium,12870.0
26/04/2023,D.I Yogyakarta,Beras Premium,12600.0
26/04/2023,Jawa Timur,Beras Premium,12710.0
26/04/2023,Banten,Beras Premium,12450.0
27/04/2023,DKI Jakarta,Beras Premium,12870.0
27/04/2023,Jawa Barat,Beras Premium,12670.0
27/04/2023,Jawa Tengah,Beras Premium,12910.0
27/04/2023,D.I Yogyakarta,Beras Premium,12600.0
27/04/2023,Jawa Timur,Beras Premium,12680.0
27/04/2023,Banten,Beras Premium,12510.0
28/04/2023,DKI Jakarta,Beras Premium,12870.0
28/04/2023,Jawa Barat,Beras Premium,12630.0
28/04/2023,Jawa Tengah,Beras Premium,12880.0
28/04/2023,D.I Yogyakarta,Beras Premium,12600.0
28/04/2023,Jawa Timur,Beras Premium,12700.0
28/04/2023,Banten,Beras Premium,12450.0
29/04/2023,DKI Jakarta,Beras Premium,12870.0
29/04/2023,Jawa Barat,Beras Premium,12670.0
29/04/2023,Jawa Tengah,Beras Premium,12870.0
29/04/2023,D.I Yogyakarta,Beras Premium,12600.0
29/04/2023,Jawa Timur,Beras Premium,12720.0
29/04/2023,Banten,Beras Premium,12310.0
30/04/2023,DKI Jakarta,Beras Premium,12870.0
30/04/2023,Jawa Barat,Beras Premium,12670.0
30/04/2023,Jawa Tengah,Beras Premium,12860.0
30/04/2023,D.I Yogyakarta,Beras Premium,12600.0
30/04/2023,Jawa Timur,Beras Premium,12700.0
30/04/2023,Banten,Beras Premium,12310.0
01/05/2023,DKI Jakarta,Beras Premium,12870.0
01/05/2023,Jawa Barat,Beras Premium,12650.0
01/05/2023,Jawa Tengah,Beras Premium,12880.0
01/05/2023,D.I Yogyakarta,Beras Premium,12600.0
01/05/2023,Jawa Timur,Beras Premium,12680.0
01/05/2023,Banten,Beras Premium,12310.0
02/05/2023,DKI Jakarta,Beras Premium,12870.0
02/05/2023,Jawa Barat,Beras Premium,12660.0
02/05/2023,Jawa Tengah,Beras Premium,12870.0
02/05/2023,D.I Yogyakarta,Beras Premium,12600.0
02/05/2023,Jawa Timur,Beras Premium,12720.0
02/05/2023,Banten,Beras Premium,12310.0
03/05/2023,DKI Jakarta,Beras Premium,12870.0
03/05/2023,Jawa Barat,Beras Premium,12630.0
03/05/2023,Jawa Tengah,Beras Premium,12840.0
03/05/2023,D.I Yogyakarta,Beras Premium,12600.0
03/05/2023,Jawa Timur,Beras Premium,12750.0
03/05/2023,Banten,Beras Premium,12310.0
04/05/2023,DKI Jakarta,Beras Premium,12870.0
04/05/2023,Jawa Barat,Beras Premium,12660.0
04/05/2023,Jawa Tengah,Beras Premium,12810.0
04/05/2023,D.I Yogyakarta,Beras Premium,12600.0
04/05/2023,Jawa Timur,Beras Premium,12660.0
04/05/2023,Banten,Beras Premium,12310.0
05/05/2023,DKI Jakarta,Beras Premium,12870.0
05/05/2023,Jawa Barat,Beras Premium,12640.0
05/05/2023,Jawa Tengah,Beras Premium,12830.0
05/05/2023,D.I Yogyakarta,Beras Premium,12600.0
05/05/2023,Jawa Timur,Beras Premium,12690.0
05/05/2023,Banten,Beras Premium,12630.0
06/05/2023,DKI Jakarta,Beras Premium,12870.0
06/05/2023,Jawa Barat,Beras Premium,12600.0
06/05/2023,Jawa Tengah,Beras Premium,12870.0
06/05/2023,D.I Yogyakarta,Beras Premium,12600.0
06/05/2023,Jawa Timur,Beras Premium,12620.0
06/05/2023,Banten,Beras Premium,12630.0
07/05/2023,DKI Jakarta,Beras Premium,12870.0
07/05/2023,Jawa Barat,Beras Premium,12610.0
07/05/2023,Jawa Tengah,Beras Premium,12930.0
07/05/2023,D.I Yogyakarta,Beras Premium,12600.0
07/05/2023,Jawa Timur,Beras Premium,12660.0
07/05/2023,Banten,Beras Premium,12700.0
08/05/2023,DKI Jakarta,Beras Premium,12870.0
08/05/2023,Jawa Barat,Beras Premium,12630.0
08/05/2023,Jawa Tengah,Beras Premium,12840.0
08/05/2023,D.I Yogyakarta,Beras Premium,12600.0
08/05/2023,Jawa Timur,Beras Premium,12700.0
08/05/2023,Banten,Beras Premium,12630.0
09/05/2023,DKI Jakarta,Beras Premium,12870.0
09/05/2023,Jawa Barat,Beras Premium,12640.0
09/05/2023,Jawa Tengah,Beras Premium,12840.0
09/05/2023,D.I Yogyakarta,Beras Premium,12600.0
09/05/2023,Jawa Timur,Beras Premium,12670.0
09/05/2023,Banten,Beras Premium,12630.0
10/05/2023,DKI Jakarta,Beras Premium,12870.0
10/05/2023,Jawa Barat,Beras Premium,12640.0
10/05/2023,Jawa Tengah,Beras Premium,12800.0
10/05/2023,D.I Yogyakarta,Beras Premium,12600.0
10/05/2023,Jawa Timur,Beras Premium,12700.0
10/05/2023,Banten,Beras Premium,12570.0
11/05/2023,DKI Jakarta,Beras Premium,12870.0
11/05/2023,Jawa Barat,Beras Premium,12640.0
11/05/2023,Jawa Tengah,Beras Premium,12790.0
11/05/2023,D.I Yogyakarta,Beras Premium,12600.0
11/05/2023,Jawa Timur,Beras Premium,12660.0
11/05/2023,Banten,Beras Premium,12630.0
12/05/2023,DKI Jakarta,Beras Premium,12870.0
12/05/2023,Jawa Barat,Beras Premium,12630.0
12/05/2023,Jawa Tengah,Beras Premium,12810.0
12/05/2023,D.I Yogyakarta,Beras Premium,12600.0
12/05/2023,Jawa Timur,Beras Premium,12620.0
12/05/2023,Banten,Beras Premium,12690.0
13/05/2023,DKI Jakarta,Beras Premium,12800.0
13/05/2023,Jawa Barat,Beras Premium,12620.0
13/05/2023,Jawa Tengah,Beras Premium,12750.0
13/05/2023,D.I Yogyakarta,Beras Premium,12600.0
13/05/2023,Jawa Timur,Beras Premium,12610.0
13/05/2023,Banten,Beras Premium,12630.0
14/05/2023,DKI Jakarta,Beras Premium,12730.0
14/05/2023,Jawa Barat,Beras Premium,12610.0
14/05/2023,Jawa Tengah,Beras Premium,12810.0
14/05/2023,D.I Yogyakarta,Beras Premium,12600.0
14/05/2023,Jawa Timur,Beras Premium,12650.0
14/05/2023,Banten,Beras Premium,12630.0
15/05/2023,DKI Jakarta,Beras Premium,12730.0
15/05/2023,Jawa Barat,Beras Premium,12600.0
15/05/2023,Jawa Tengah,Beras Premium,12760.0
15/05/2023,D.I Yogyakarta,Beras Premium,12600.0
15/05/2023,Jawa Timur,Beras Premium,12710.0
15/05/2023,Banten,Beras Premium,12690.0
16/05/2023,DKI Jakarta,Beras Premium,12730.0
16/05/2023,Jawa Barat,Beras Premium,12620.0
16/05/2023,Jawa Tengah,Beras Premium,12800.0
16/05/2023,D.I Yogyakarta,Beras Premium,12600.0
16/05/2023,Jawa Timur,Beras Premium,12590.0
16/05/2023,Banten,Beras Premium,12690.0
17/05/2023,DKI Jakarta,Beras Premium,12730.0
17/05/2023,Jawa Barat,Beras Premium,12630.0
17/05/2023,Jawa Tengah,Beras Premium,12820.0
17/05/2023,D.I Yogyakarta,Beras Premium,12770.0
17/05/2023,Jawa Timur,Beras Premium,12620.0
17/05/2023,Banten,Beras Premium,12750.0
18/05/2023,DKI Jakarta,Beras Premium,12730.0
18/05/2023,Jawa Barat,Beras Premium,12630.0
18/05/2023,Jawa Tengah,Beras Premium,12800.0
18/05/2023,D.I Yogyakarta,Beras Premium,12770.0
18/05/2023,Jawa Timur,Beras Premium,12680.0
18/05/2023,Banten,Beras Premium,12630.0
19/05/2023,DKI Jakarta,Beras Premium,12730.0
19/05/2023,Jawa Barat,Beras Premium,12570.0
19/05/2023,Jawa Tengah,Beras Premium,12850.0
19/05/2023,D.I Yogyakarta,Beras Premium,12770.0
19/05/2023,Jawa Timur,Beras Premium,12650.0
19/05/2023,Banten,Beras Premium,12690.0
20/05/2023,DKI Jakarta,Beras Premium,12730.0
20/05/2023,Jawa Barat,Beras Premium,12580.0
20/05/2023,Jawa Tengah,Beras Premium,12820.0
20/05/2023,D.I Yogyakarta,Beras Premium,12590.0
20/05/2023,Jawa Timur,Beras Premium,12540.0
20/05/2023,Banten,Beras Premium,12700.0
21/05/2023,DKI Jakarta,Beras Premium,12730.0
21/05/2023,Jawa Barat,Beras Premium,12620.0
21/05/2023,Jawa Tengah,Beras Premium,12770.0
21/05/2023,D.I Yogyakarta,Beras Premium,12770.0
21/05/2023,Jawa Timur,Beras Premium,12640.0
21/05/2023,Banten,Beras Premium,12630.0
22/05/2023,DKI Jakarta,Beras Premium,12730.0
22/05/2023,Jawa Barat,Beras Premium,12560.0
22/05/2023,Jawa Tengah,Beras Premium,12850.0
22/05/2023,D.I Yogyakarta,Beras Premium,12670.0
22/05/2023,Jawa Timur,Beras Premium,12580.0
22/05/2023,Banten,Beras Premium,12630.0
23/05/2023,DKI Jakarta,Beras Premium,12730.0
23/05/2023,Jawa Barat,Beras Premium,12570.0
23/05/2023,Jawa Tengah,Beras Premium,12810.0
23/05/2023,D.I Yogyakarta,Beras Premium,12670.0
23/05/2023,Jawa Timur,Beras Premium,12650.0
23/05/2023,Banten,Beras Premium,12770.0
24/05/2023,DKI Jakarta,Beras Premium,12730.0
24/05/2023,Jawa Barat,Beras Premium,12550.0
24/05/2023,Jawa Tengah,Beras Premium,12810.0
24/05/2023,D.I Yogyakarta,Beras Premium,12480.0
24/05/2023,Jawa Timur,Beras Premium,12650.0
24/05/2023,Banten,Beras Premium,12630.0
25/05/2023,DKI Jakarta,Beras Premium,12730.0
25/05/2023,Jawa Barat,Beras Premium,12530.0
25/05/2023,Jawa Tengah,Beras Premium,12780.0
25/05/2023,D.I Yogyakarta,Beras Premium,12480.0
25/05/2023,Jawa Timur,Beras Premium,12650.0
25/05/2023,Banten,Beras Premium,12640.0
26/05/2023,DKI Jakarta,Beras Premium,12730.0
26/05/2023,Jawa Barat,Beras Premium,12570.0
26/05/2023,Jawa Tengah,Beras Premium,12760.0
26/05/2023,D.I Yogyakarta,Beras Premium,12480.0
26/05/2023,Jawa Timur,Beras Premium,12590.0
26/05/2023,Banten,Beras Premium,12700.0
27/05/2023,DKI Jakarta,Beras Premium,12730.0
27/05/2023,Jawa Barat,Beras Premium,12560.0
27/05/2023,Jawa Tengah,Beras Premium,12820.0
27/05/2023,D.I Yogyakarta,Beras Premium,12500.0
27/05/2023,Jawa Timur,Beras Premium,12680.0
27/05/2023,Banten,Beras Premium,12700.0
28/05/2023,DKI Jakarta,Beras Premium,12730.0
28/05/2023,Jawa Barat,Beras Premium,12570.0
28/05/2023,Jawa Tengah,Beras Premium,12790.0
28/05/2023,D.I Yogyakarta,Beras Premium,12500.0
28/05/2023,Jawa Timur,Beras Premium,12640.0
28/05/2023,Banten,Beras Premium,12700.0
29/05/2023,DKI Jakarta,Beras Premium,12650.0
29/05/2023,Jawa Barat,Beras Premium,12530.0
29/05/2023,Jawa Tengah,Beras Premium,12760.0
29/05/2023,D.I Yogyakarta,Beras Premium,12500.0
29/05/2023,Jawa Timur,Beras Premium,12630.0
29/05/2023,Banten,Beras Premium,12830.0
30/05/2023,DKI Jakarta,Beras Premium,12650.0
30/05/2023,Jawa Barat,Beras Premium,12550.0
30/05/2023,Jawa Tengah,Beras Premium,12790.0
30/05/2023,D.I Yogyakarta,Beras Premium,12500.0
30/05/2023,Jawa Timur,Beras Premium,12710.0
30/05/2023,Banten,Beras Premium,12830.0
31/05/2023,DKI Jakarta,Beras Premium,12570.0
31/05/2023,Jawa Barat,Beras Premium,12500.0
31/05/2023,Jawa Tengah,Beras Premium,12810.0
31/05/2023,D.I Yogyakarta,Beras Premium,12500.0
31/05/2023,Jawa Timur,Beras Premium,12700.0
31/05/2023,Banten,Beras Premium,12690.0
01/06/2023,DKI Jakarta,Beras Premium,12570.0
01/06/2023,Jawa Barat,Beras Premium,12530.0
01/06/2023,Jawa Tengah,Beras Premium,12770.0
01/06/2023,D.I Yogyakarta,Beras Premium,12500.0
01/06/2023,Jawa Timur,Beras Premium,12640.0
01/06/2023,Banten,Beras Premium,12770.0
02/06/2023,DKI Jakarta,Beras Premium,12650.0
02/06/2023,Jawa Barat,Beras Premium,12480.0
02/06/2023,Jawa Tengah,Beras Premium,12820.0
02/06/2023,D.I Yogyakarta,Beras Premium,12500.0
02/06/2023,Jawa Timur,Beras Premium,12730.0
02/06/2023,Banten,Beras Premium,12830.0
03/06/2023,DKI Jakarta,Beras Premium,12650.0
03/06/2023,Jawa Barat,Beras Premium,12520.0
03/06/2023,Jawa Tengah,Beras Premium,12760.0
03/06/2023,D.I Yogyakarta,Beras Premium,12500.0
03/06/2023,Jawa Timur,Beras Premium,12640.0
03/06/2023,Banten,Beras Premium,12710.0
04/06/2023,DKI Jakarta,Beras Premium,12650.0
04/06/2023,Jawa Barat,Beras Premium,12510.0
04/06/2023,Jawa Tengah,Beras Premium,12810.0
04/06/2023,D.I Yogyakarta,Beras Premium,12380.0
04/06/2023,Jawa Timur,Beras Premium,12750.0
04/06/2023,Banten,Beras Premium,12770.0
05/06/2023,DKI Jakarta,Beras Premium,12650.0
05/06/2023,Jawa Barat,Beras Premium,12510.0
05/06/2023,Jawa Tengah,Beras Premium,12780.0
05/06/2023,D.I Yogyakarta,Beras Premium,12500.0
05/06/2023,Jawa Timur,Beras Premium,12680.0
05/06/2023,Banten,Beras Premium,12770.0
06/06/2023,DKI Jakarta,Beras Premium,12650.0
06/06/2023,Jawa Barat,Beras Premium,12540.0
06/06/2023,Jawa Tengah,Beras Premium,12800.0
06/06/2023,D.I Yogyakarta,Beras Premium,12500.0
06/06/2023,Jawa Timur,Beras Premium,12710.0
06/06/2023,Banten,Beras Premium,12770.0
07/06/2023,DKI Jakarta,Beras Premium,12650.0
07/06/2023,Jawa Barat,Beras Premium,12540.0
07/06/2023,Jawa Tengah,Beras Premium,12810.0
07/06/2023,D.I Yogyakarta,Beras Premium,12500.0
07/06/2023,Jawa Timur,Beras Premium,12720.0
07/06/2023,Banten,Beras Premium,12770.0
08/06/2023,DKI Jakarta,Beras Premium,12650.0
08/06/2023,Jawa Barat,Beras Premium,12530.0
08/06/2023,Jawa Tengah,Beras Premium,12810.0
08/06/2023,D.I Yogyakarta,Beras Premium,12500.0
08/06/2023,Jawa Timur,Beras Premium,12720.0
08/06/2023,Banten,Beras Premium,12830.0
09/06/2023,DKI Jakarta,Beras Premium,12650.0
09/06/2023,Jawa Barat,Beras Premium,12530.0
09/06/2023,Jawa Tengah,Beras Premium,12800.0
09/06/2023,D.I Yogyakarta,Beras Premium,12500.0
09/06/2023,Jawa Timur,Beras Premium,12710.0
09/06/2023,Banten,Beras Premium,12770.0
10/06/2023,DKI Jakarta,Beras Premium,12650.0
10/06/2023,Jawa Barat,Beras Premium,12540.0
10/06/2023,Jawa Tengah,Beras Premium,12810.0
10/06/2023,D.I Yogyakarta,Beras Premium,12500.0
10/06/2023,Jawa Timur,Beras Premium,12700.0
10/06/2023,Banten,Beras Premium,12770.0
11/06/2023,DKI Jakarta,Beras Premium,12780.0
11/06/2023,Jawa Barat,Beras Premium,12540.0
11/06/2023,Jawa Tengah,Beras Premium,12840.0
11/06/2023,D.I Yogyakarta,Beras Premium,12500.0
11/06/2023,Jawa Timur,Beras Premium,12700.0
11/06/2023,Banten,Beras Premium,12770.0
12/06/2023,DKI Jakarta,Beras Premium,12650.0
12/06/2023,Jawa Barat,Beras Premium,12530.0
12/06/2023,Jawa Tengah,Beras Premium,12860.0
12/06/2023,D.I Yogyakarta,Beras Premium,12500.0
12/06/2023,Jawa Timur,Beras Premium,12720.0
12/06/2023,Banten,Beras Premium,12770.0
13/06/2023,DKI Jakarta,Beras Premium,12650.0
13/06/2023,Jawa Barat,Beras Premium,12540.0
13/06/2023,Jawa Tengah,Beras Premium,12810.0
13/06/2023,D.I Yogyakarta,Beras Premium,12500.0
13/06/2023,Jawa Timur,Beras Premium,12710.0
13/06/2023,Banten,Beras Premium,12640.0
14/06/2023,DKI Jakarta,Beras Premium,12650.0
14/06/2023,Jawa Barat,Beras Premium,12540.0
14/06/2023,Jawa Tengah,Beras Premium,12780.0
14/06/2023,D.I Yogyakarta,Beras Premium,12540.0
14/06/2023,Jawa Timur,Beras Premium,12760.0
14/06/2023,Banten,Beras Premium,12640.0
15/06/2023,DKI Jakarta,Beras Premium,12650.0
15/06/2023,Jawa Barat,Beras Premium,12590.0
15/06/2023,Jawa Tengah,Beras Premium,12830.0
15/06/2023,D.I Yogyakarta,Beras Premium,12390.0
15/06/2023,Jawa Timur,Beras Premium,12730.0
15/06/2023,Banten,Beras Premium,12770.0
16/06/2023,DKI Jakarta,Beras Premium,12650.0
16/06/2023,Jawa Barat,Beras Premium,12570.0
16/06/2023,Jawa Tengah,Beras Premium,12810.0
16/06/2023,D.I Yogyakarta,Beras Premium,12540.0
16/06/2023,Jawa Timur,Beras Premium,12630.0
16/06/2023,Banten,Beras Premium,12710.0
17/06/2023,DKI Jakarta,Beras Premium,12650.0
17/06/2023,Jawa Barat,Beras Premium,12520.0
17/06/2023,Jawa Tengah,Beras Premium,12830.0
17/06/2023,D.I Yogyakarta,Beras Premium,12540.0
17/06/2023,Jawa Timur,Beras Premium,12680.0
17/06/2023,Banten,Beras Premium,12770.0
18/06/2023,DKI Jakarta,Beras Premium,12780.0
18/06/2023,Jawa Barat,Beras Premium,12540.0
18/06/2023,Jawa Tengah,Beras Premium,12830.0
18/06/2023,D.I Yogyakarta,Beras Premium,12540.0
18/06/2023,Jawa Timur,Beras Premium,12720.0
18/06/2023,Banten,Beras Premium,12770.0
19/06/2023,DKI Jakarta,Beras Premium,12650.0
19/06/2023,Jawa Barat,Beras Premium,12520.0
19/06/2023,Jawa Tengah,Beras Premium,12860.0
19/06/2023,D.I Yogyakarta,Beras Premium,12540.0
19/06/2023,Jawa Timur,Beras Premium,12650.0
19/06/2023,Banten,Beras Premium,12770.0
20/06/2023,DKI Jakarta,Beras Premium,12650.0
20/06/2023,Jawa Barat,Beras Premium,12550.0
20/06/2023,Jawa Tengah,Beras Premium,12800.0
20/06/2023,D.I Yogyakarta,Beras Premium,12540.0
20/06/2023,Jawa Timur,Beras Premium,12650.0
20/06/2023,Banten,Beras Premium,12890.0
21/06/2023,DKI Jakarta,Beras Premium,12650.0
21/06/2023,Jawa Barat,Beras Premium,12520.0
